genero,idoso,parceiro,dependentes,tempo_contrato_meses,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,tv_streaming,filmes_streaming,tipo_contrato,fatura_digital,forma_pagamento,cobranca_mensal,total_gasto,evasao
Feminino,0,Sim,Sim,12,Sim,Não,DSL,Não,Não,Não,Sim,Sim,Não,Mês a mês,Sim,Cheque eletrônico,67.53,785.99,1
Feminino,0,Não,Não,41,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Um ano,Sim,Transferência bancária,97.41,3837.3,0
Masculino,0,Sim,Não,67,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Não,Sim,Mês a mês,Não,Cartão de crédito,28.53,2134.86,0
Feminino,0,Sim,Sim,58,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Não,Um ano,Não,Cartão de crédito,53.24,3232.64,0
Feminino,0,Sim,Não,9,Sim,Não,Fibra óptica,Não,Sim,Sim,Sim,Sim,Não,Um ano,Sim,Cartão de crédito,33.7,328.47,1
Feminino,0,Não,Sim,17,Sim,Sim,DSL,Sim,Não,Sim,Sim,Não,Não,Um ano,Sim,Cartão de crédito,86.67,1550.39,0
Masculino,0,Não,Não,5,Sim,Não,Fibra óptica,Sim,Sim,Sim,Não,Não,Sim,Dois anos,Não,Transferência bancária,113.89,531.2,0
Feminino,0,Sim,Não,26,Não,Sem serviço telefônico,DSL,Não,Sim,Sim,Não,Não,Sim,Dois anos,Não,Cheque enviado pelo correio,50.77,1444.8,0
Masculino,0,Não,Não,1,Sim,Sim,DSL,Não,Sim,Não,Sim,Não,Não,Mês a mês,Sim,Cartão de crédito,48.78,51.45,0
Feminino,0,Sim,Não,1,Sim,Não,DSL,Não,Sim,Não,Não,Sim,Sim,Um ano,Sim,Cartão de crédito,61.71,54.34,0
Masculino,0,Sim,Não,35,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Sim,Não,Dois anos,Não,Cheque eletrônico,28.5,983.07,0
Masculino,0,Não,Sim,9,Sim,Sim,DSL,Não,Não,Não,Sim,Não,Sim,Dois anos,Sim,Cheque enviado pelo correio,94.06,727.98,0
Feminino,0,Sim,Não,38,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Transferência bancária,109.46,3980.32,0
Masculino,0,Não,Sim,4,Sim,Não,DSL,Não,Sim,Sim,Não,Não,Sim,Dois anos,Não,Cheque enviado pelo correio,27.0,111.99,0
Feminino,0,Sim,Sim,52,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Dois anos,Sim,Transferência bancária,53.97,2822.96,0
Feminino,0,Não,Não,19,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Um ano,Sim,Cartão de crédito,105.17,1983.04,1
Feminino,1,Sim,Não,5,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Não,Mês a mês,Sim,Transferência bancária,33.42,152.19,1
Masculino,0,Não,Não,48,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Não,Cheque eletrônico,86.74,3675.22,1
Masculino,1,Não,Sim,63,Não,Sem serviço telefônico,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cartão de crédito,37.42,2291.39,0
Feminino,1,Sim,Não,38,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Um ano,Sim,Cheque eletrônico,90.85,3376.52,0
Feminino,0,Não,Não,52,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Dois anos,Sim,Cartão de crédito,83.41,4635.05,0
Masculino,0,Sim,Sim,46,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Um ano,Sim,Cheque enviado pelo correio,113.36,4622.51,0
Feminino,1,Não,Não,9,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Cheque eletrônico,73.59,630.68,1
Feminino,0,Sim,Sim,50,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cheque eletrônico,63.62,3037.81,1
Feminino,0,Sim,Não,66,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Cartão de crédito,69.73,4492.9,0
Masculino,0,Não,Não,38,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Um ano,Sim,Cheque eletrônico,77.98,2631.39,0
Masculino,0,Sim,Não,27,Não,Sem serviço telefônico,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Transferência bancária,114.4,3241.3,1
Masculino,0,Não,Sim,20,Sim,Sim,Fibra óptica,Sim,Não,Não,Sim,Sim,Não,Dois anos,Não,Transferência bancária,23.9,460.99,0
Feminino,0,Sim,Sim,62,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Não,Sim,Mês a mês,Sim,Cheque eletrônico,76.52,4804.3,1
Feminino,0,Sim,Sim,16,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Não,Mês a mês,Sim,Transferência bancária,68.83,965.72,1
Feminino,0,Não,Sim,13,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque eletrônico,114.84,1579.77,1
Masculino,1,Não,Sim,20,Não,Sem serviço telefônico,Fibra óptica,Não,Não,Sim,Sim,Não,Sim,Mês a mês,Sim,Transferência bancária,96.45,2016.19,0
Feminino,0,Sim,Não,24,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Dois anos,Não,Transferência bancária,105.37,2476.8,0
Feminino,0,Sim,Sim,50,Não,Sem serviço telefônico,DSL,Não,Sim,Sim,Não,Sim,Sim,Mês a mês,Sim,Cheque eletrônico,25.6,1266.42,1
Feminino,0,Sim,Não,7,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Sim,Cheque eletrônico,103.58,676.64,0
Feminino,0,Sim,Não,29,Não,Sem serviço telefônico,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Sim,Cheque eletrônico,93.53,2547.79,0
Masculino,0,Sim,Sim,5,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Dois anos,Sim,Cartão de crédito,68.05,385.36,1
Masculino,1,Sim,Não,35,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque enviado pelo correio,49.86,1489.27,0
Feminino,0,Não,Sim,65,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Cheque enviado pelo correio,53.35,3521.6,1
Masculino,0,Não,Não,70,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque enviado pelo correio,83.09,5484.42,0
Masculino,0,Sim,Não,7,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Não,Cheque enviado pelo correio,27.71,185.44,0
Feminino,0,Sim,Sim,44,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Não,Sim,Mês a mês,Sim,Cheque eletrônico,42.29,1876.13,0
Feminino,1,Sim,Não,72,Sim,Não,DSL,Sim,Não,Não,Não,Não,Sim,Um ano,Sim,Transferência bancária,84.2,5871.74,0
Masculino,0,Não,Sim,13,Não,Sem serviço telefônico,DSL,Não,Sim,Sim,Sim,Sim,Não,Dois anos,Não,Cartão de crédito,47.62,553.88,0
Feminino,0,Não,Não,38,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Cartão de crédito,96.98,3380.12,0
Masculino,0,Não,Não,13,Não,Sem serviço telefônico,Fibra óptica,Não,Sim,Não,Não,Sim,Não,Dois anos,Sim,Cartão de crédito,91.62,1024.04,1
Feminino,1,Não,Sim,54,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Sim,Mês a mês,Sim,Cheque enviado pelo correio,68.37,3556.64,0
Masculino,0,Não,Não,44,Sim,Não,DSL,Não,Sim,Não,Não,Não,Sim,Um ano,Sim,Transferência bancária,96.93,4770.38,0
Feminino,0,Sim,Sim,13,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Dois anos,Não,Cheque eletrônico,34.05,441.47,0
Masculino,0,Sim,Sim,25,Não,Sem serviço telefônico,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Cheque enviado pelo correio,99.42,2520.85,0
Masculino,1,Não,Sim,24,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Dois anos,Sim,Transferência bancária,38.25,902.71,0
Masculino,0,Sim,Não,29,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Sim,Não,Mês a mês,Sim,Cartão de crédito,86.79,2809.42,1
Feminino,0,Não,Não,70,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Não,Cheque eletrônico,87.53,5997.79,0
Masculino,0,Não,Não,18,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Cheque eletrônico,78.97,1529.79,1
Masculino,0,Não,Não,5,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Um ano,Não,Cheque eletrônico,72.46,389.62,1
Feminino,0,Sim,Sim,18,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Sim,Cheque eletrônico,106.17,1910.0,1
Feminino,0,Não,Não,63,Sim,Sim,DSL,Não,Sim,Sim,Não,Não,Sim,Um ano,Não,Cartão de crédito,84.77,5588.42,0
Masculino,1,Não,Não,37,Sim,Sim,DSL,Não,Não,Sim,Sim,Sim,Sim,Mês a mês,Sim,Transferência bancária,53.31,1934.76,1
Masculino,0,Não,Não,71,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Cartão de crédito,96.55,7367.94,1
Feminino,1,Não,Não,55,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Não,Cheque eletrônico,39.46,2405.9,0
Feminino,0,Não,Não,12,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Dois anos,Sim,Transferência bancária,52.44,702.93,0
Feminino,0,Sim,Sim,52,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Não,Um ano,Não,Cheque enviado pelo correio,95.95,4388.86,0
Feminino,0,Sim,Sim,57,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque eletrônico,114.93,6224.17,1
Feminino,0,Sim,Não,46,Sim,Sim,DSL,Não,Não,Sim,Sim,Não,Não,Dois anos,Sim,Cartão de crédito,109.06,4708.08,0
Masculino,1,Sim,Não,44,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Não,Mês a mês,Não,Transferência bancária,48.66,2363.26,0
Feminino,0,Não,Não,24,Não,Sem serviço telefônico,Fibra óptica,Não,Não,Sim,Não,Não,Não,Mês a mês,Sim,Transferência bancária,102.81,2571.89,0
Masculino,0,Não,Não,9,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque eletrônico,72.46,632.5,0
Masculino,0,Sim,Sim,12,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Não,Dois anos,Não,Transferência bancária,62.01,711.91,0
Masculino,0,Sim,Não,9,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Não,Mês a mês,Não,Cheque eletrônico,69.21,531.85,1
Feminino,0,Sim,Não,22,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Não,Cheque eletrônico,88.22,2166.01,0
Masculino,0,Não,Não,17,Sim,Sim,DSL,Sim,Não,Sim,Não,Não,Não,Um ano,Não,Transferência bancária,65.14,1205.91,1
Masculino,1,Sim,Não,33,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Não,Não,Dois anos,Não,Cheque eletrônico,24.3,790.7,0
Feminino,0,Sim,Não,47,Sim,Sim,Fibra óptica,Sim,Não,Sim,Não,Sim,Sim,Mês a mês,Não,Cartão de crédito,22.51,912.33,0
Masculino,0,Sim,Não,15,Sim,Não,DSL,Não,Não,Não,Sim,Não,Sim,Mês a mês,Não,Cheque eletrônico,65.67,1101.02,0
Masculino,0,Sim,Não,33,Sim,Não,DSL,Não,Não,Não,Sim,Não,Sim,Um ano,Sim,Cheque enviado pelo correio,62.24,1925.44,0
Feminino,1,Não,Não,15,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Mês a mês,Não,Cheque enviado pelo correio,98.44,1413.95,1
Masculino,0,Sim,Sim,27,Sim,Sim,DSL,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Não,Cartão de crédito,40.28,1215.39,0
Masculino,0,Sim,Não,61,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Cheque eletrônico,76.41,4754.03,1
Masculino,0,Sim,Sim,68,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Não,Cartão de crédito,80.34,5417.96,0
Feminino,0,Não,Não,48,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cheque eletrônico,35.84,1693.71,1
Feminino,0,Não,Sim,8,Sim,Não,DSL,Não,Sim,Não,Não,Não,Sim,Mês a mês,Sim,Cheque enviado pelo correio,36.01,291.1,1
Feminino,1,Sim,Não,6,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Sim,Mês a mês,Sim,Cheque eletrônico,90.89,485.07,1
Masculino,0,Sim,Não,63,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mês a mês,Não,Transferência bancária,40.79,2389.67,0
Masculino,0,Não,Sim,2,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Dois anos,Sim,Cheque eletrônico,42.54,72.82,0
Feminino,0,Sim,Sim,22,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Dois anos,Não,Cheque eletrônico,42.98,1064.41,0
Masculino,0,Não,Não,21,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque enviado pelo correio,86.17,2023.65,1
Masculino,0,Sim,Não,6,Sim,Não,Fibra óptica,Sim,Sim,Não,Sim,Não,Não,Dois anos,Sim,Transferência bancária,84.2,523.46,1
Feminino,0,Sim,Sim,70,Sim,Sim,DSL,Não,Sim,Não,Sim,Sim,Sim,Um ano,Não,Cheque eletrônico,113.64,7723.65,0
Feminino,0,Não,Sim,13,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Sim,Não,Mês a mês,Sim,Cheque eletrônico,64.92,866.04,1
Masculino,0,Não,Não,1,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Sim,Não,Mês a mês,Sim,Cheque eletrônico,39.5,38.76,1
Masculino,0,Não,Não,22,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Sim,Dois anos,Sim,Cheque eletrônico,60.52,1476.9,0
Masculino,0,Sim,Sim,24,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Mês a mês,Sim,Cheque eletrônico,70.27,1724.47,1
Feminino,1,Sim,Não,64,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Cartão de crédito,37.54,2604.09,0
Feminino,0,Sim,Não,41,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Sim,Cheque enviado pelo correio,94.82,3469.62,0
Feminino,0,Não,Sim,22,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Não,Cartão de crédito,27.64,685.84,0
Feminino,0,Não,Não,61,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Sim,Um ano,Sim,Cheque eletrônico,20.6,1111.09,1
Masculino,0,Sim,Sim,12,Não,Sem serviço telefônico,Fibra óptica,Sim,Sim,Não,Sim,Sim,Sim,Mês a mês,Sim,Cartão de crédito,34.65,447.24,0
Feminino,0,Não,Sim,4,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Um ano,Sim,Cartão de crédito,21.43,83.97,1
Feminino,0,Não,Sim,12,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Não,Mês a mês,Sim,Cartão de crédito,29.52,372.54,0
Feminino,0,Sim,Não,33,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Não,Não,Um ano,Sim,Transferência bancária,25.97,956.48,1
Feminino,0,Não,Não,21,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Cheque eletrônico,87.12,1827.96,0
Feminino,0,Sim,Não,72,Sim,Sim,DSL,Sim,Não,Não,Sim,Sim,Sim,Mês a mês,Não,Cartão de crédito,90.61,7375.13,0
Masculino,0,Sim,Sim,72,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Cartão de crédito,50.69,3364.26,0
Masculino,0,Não,Sim,52,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Não,Dois anos,Sim,Cartão de crédito,37.82,2193.98,0
Feminino,0,Sim,Não,47,Não,Sem serviço telefônico,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cartão de crédito,94.79,4342.4,0
Masculino,0,Sim,Sim,59,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Não,Um ano,Não,Cheque eletrônico,33.84,1988.32,0
Feminino,0,Não,Não,47,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Não,Sim,Um ano,Sim,Cartão de crédito,57.03,2624.71,1
Feminino,0,Não,Não,56,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Um ano,Sim,Cheque enviado pelo correio,75.02,3796.81,0
Masculino,0,Não,Não,13,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mês a mês,Não,Transferência bancária,73.17,1004.48,0
Masculino,0,Não,Sim,44,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Não,Cartão de crédito,60.87,2708.6,0
Feminino,1,Sim,Não,35,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Sim,Não,Dois anos,Sim,Cartão de crédito,73.34,2803.98,0
Feminino,0,Não,Sim,29,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Cheque eletrônico,84.66,2761.83,0
Feminino,0,Não,Não,56,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Dois anos,Sim,Transferência bancária,42.46,2201.38,0
Masculino,0,Sim,Não,5,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Não,Mês a mês,Sim,Cartão de crédito,57.11,304.51,1
Feminino,0,Não,Não,67,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Sim,Não,Mês a mês,Não,Cheque enviado pelo correio,86.71,5409.34,1
Feminino,1,Sim,Não,53,Sim,Sim,DSL,Sim,Sim,Não,Sim,Sim,Sim,Mês a mês,Não,Cheque eletrônico,30.66,1722.4,0
Feminino,0,Sim,Não,60,Sim,Não,DSL,Sim,Sim,Não,Não,Sim,Não,Mês a mês,Não,Cheque eletrônico,52.41,2982.65,1
Masculino,0,Não,Sim,6,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Não,Não,Mês a mês,Sim,Transferência bancária,21.17,139.37,0
Feminino,0,Não,Sim,48,Sim,Não,DSL,Não,Não,Não,Sim,Não,Sim,Um ano,Sim,Transferência bancária,39.01,2041.95,0
Feminino,0,Sim,Não,35,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Sim,Não,Dois anos,Não,Transferência bancária,58.91,1876.57,0
Masculino,0,Sim,Não,18,Sim,Não,DSL,Não,Não,Sim,Sim,Não,Não,Mês a mês,Não,Cartão de crédito,44.75,908.1,0
Feminino,0,Não,Não,11,Sim,Sim,DSL,Não,Não,Não,Não,Sim,Não,Mês a mês,Não,Cheque eletrônico,96.58,1041.47,1
Feminino,1,Sim,Não,51,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Transferência bancária,59.03,2983.31,0
Masculino,0,Sim,Sim,23,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Não,Não,Um ano,Sim,Cheque eletrônico,49.97,1067.13,0
Feminino,0,Não,Não,47,Sim,Não,Fibra óptica,Sim,Não,Sim,Sim,Sim,Não,Dois anos,Não,Transferência bancária,112.41,5044.56,0
Masculino,1,Não,Não,59,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Cheque eletrônico,81.52,4778.29,0
Masculino,0,Não,Sim,57,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Não,Sim,Dois anos,Sim,Cheque eletrônico,88.96,4554.99,0
Feminino,1,Não,Não,56,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Não,Cheque enviado pelo correio,104.72,6001.56,0
Feminino,1,Não,Não,27,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Sim,Não,Dois anos,Não,Cartão de crédito,48.56,1336.66,0
Feminino,0,Não,Não,35,Sim,Não,DSL,Não,Sim,Não,Não,Sim,Não,Um ano,Não,Cheque eletrônico,73.22,2571.66,0
Feminino,0,Sim,Não,55,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Não,Transferência bancária,59.21,3064.06,0
Masculino,0,Não,Não,9,Sim,Não,DSL,Sim,Não,Sim,Sim,Não,Não,Dois anos,Sim,Transferência bancária,46.65,363.33,1
Feminino,1,Sim,Não,18,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Cheque enviado pelo correio,19.03,378.12,0
Masculino,0,Sim,Não,44,Não,Sem serviço telefônico,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Transferência bancária,31.9,1383.98,1
Feminino,0,Sim,Não,21,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Não,Não,Dois anos,Sim,Cheque enviado pelo correio,99.11,2211.79,0
Feminino,1,Não,Sim,56,Não,Sem serviço telefônico,DSL,Sim,Não,Sim,Sim,Não,Não,Mês a mês,Sim,Cartão de crédito,31.8,1554.58,0
Feminino,1,Sim,Sim,48,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque eletrônico,108.57,4661.47,0
Masculino,0,Sim,Sim,1,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Não,Mês a mês,Sim,Cheque eletrônico,45.19,48.87,1
Feminino,0,Não,Não,27,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Não,Cartão de crédito,64.31,1826.0,0
Feminino,1,Não,Não,45,Sim,Sim,DSL,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Cheque eletrônico,104.55,4990.41,0
Feminino,0,Não,Sim,63,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Sim,Sim,Um ano,Sim,Cheque eletrônico,52.7,2846.72,1
Feminino,1,Sim,Sim,58,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Sim,Sim,Um ano,Sim,Cartão de crédito,40.99,2293.11,0
Masculino,0,Sim,Não,40,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Sim,Um ano,Sim,Cheque eletrônico,21.14,798.27,1
Feminino,0,Não,Não,63,Sim,Não,DSL,Sim,Não,Não,Não,Não,Sim,Um ano,Sim,Cartão de crédito,113.11,7767.45,0
Masculino,0,Sim,Não,38,Sim,Não,DSL,Sim,Não,Sim,Não,Sim,Não,Mês a mês,Não,Cheque enviado pelo correio,58.46,2148.74,0
Masculino,0,Não,Não,29,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Não,Não,Dois anos,Sim,Cheque enviado pelo correio,106.97,2643.51,0
Masculino,0,Sim,Não,40,Sim,Não,DSL,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Cheque eletrônico,61.56,2393.39,0
